id,nome,endereco,latitude,longitude,telefone,horario,website,email,avaliacao,total_reviews,categoria,status_negocio,google_maps_url,osm_id,fontes
3a69547daa9f098b,Acrom Construtora,"Maria - Av. Maria de Lourdes Friggi, 505 - Urbanova VII, São José dos Campos - SP, 12244-882, Brasil",-23.1992079,-45.9608069,+55 12 2012-1317,Mostrar horário de funcionamento da semana,acromconstrutora.com.br,,"5,0",50,Construtora,Fechado · Abre seg. às 08:00,https://www.google.com/maps/place/Acrom+Construtora/data=!4m7!3m6!1s0x94cc376fe5610203:0x6b7ca2217f623ad0!8m2!3d-23.1992079!4d-45.9608069!16s%2Fg%2F11lyml8qvw!19sChIJAwJh5W83zJQR0DpifyGifGs?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
aff83a62f325fc68,Adega Urbanova,"Av. Shishima Hifumi, 1962 - Urbanova, São José dos Campos - SP, 12244-000, Brasil",-23.2036363,-45.9417979,,Mostrar horário de funcionamento da semana,instagram.com,,"4,3",43,Loja de bebidas,Fechado · Abre dom. às 10:00,https://www.google.com/maps/place/Adega+Urbanova/data=!4m7!3m6!1s0x94cc35f36f417c47:0xef01987f52b89239!8m2!3d-23.2036363!4d-45.9417979!16s%2Fg%2F11pkllqj6j!19sChIJR3xBb_M1zJQROZK4Un-YAe8?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
d4799d0894fe4133,Adriano Guincho 24 Horas,"R. José Antônio Monteiro Santos, 172 - Res. Bosque dos Ipes, São José dos Campos - SP, 12236-874, Brasil",-23.2582328,-45.8989668,+55 12 98242-3616,Mostrar horário de funcionamento da semana,localmotors.com.br,,"5,0",50,Serviço de reboque,Aberto 24 horas,https://www.google.com/maps/place/Adriano+Guincho+24+Horas/data=!4m7!3m6!1s0x94cdb5234e76c333:0x8781fe00131691dd!8m2!3d-23.2582328!4d-45.8989668!16s%2Fg%2F11pyc1mtm7!19sChIJM8N2TiO1zZQR3ZEWEwD-gYc?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
329fbd838538259e,Adrielly Lima Advocacia e Consultoria Jurídica,"R. Piedade Martins Pereira, 548 - Urbanova, São José dos Campos - SP, 12244-395, Brasil",-23.2029959,-45.94666,+55 12 97898-5491,,,,"5,0",50,Escritório de advocacia,,https://www.google.com/maps/place/Adrielly+Lima+Advocacia+e+Consultoria+Jur%C3%ADdica/data=!4m7!3m6!1s0x94cc35eb3fde2931:0x95f66d933dcf9fe!8m2!3d-23.2029959!4d-45.94666!16s%2Fg%2F11v61396rp!19sChIJMSneP-s1zJQR_vncM9lmXwk?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
cebea972edb9ef9e,Advocacia Nogueira,"R. Bacabal, 2190 - Parque Industrial, São José dos Campos - SP, 12235-681, Brasil",-23.2450079,-45.9074988,+55 12 3937-7183,Mostrar horário de funcionamento da semana,nogueiraadvogados.com.br,,,,Escritório de advocacia,Fechado · Abre seg. às 07:30,https://www.google.com/maps/place/Advocacia+Nogueira/data=!4m7!3m6!1s0x94cc3559a0663d77:0x7bc2774b9c3045b4!8m2!3d-23.2450079!4d-45.9074988!16s%2Fg%2F1q667w7rg!19sChIJdz1moFk1zJQRtEUwnEt3wns?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
c0a558dd936c275b,AdyPark Estacionamento,"Av. Dr. Ademar de Barros, 662 - Jardim Sao Dimas, São José dos Campos - SP, 12245-011, Brasil",-23.198057,-45.8918259,+55 12 98287-0077,,adypark.com.br,,"5,0",50,Estacionamento,,https://www.google.com/maps/place/AdyPark+Estacionamento/data=!4m7!3m6!1s0x94cc4b00561dff8d:0x87a6bfc3bd2562a3!8m2!3d-23.198057!4d-45.8918259!16s%2Fg%2F11lp69kjm5!19sChIJjf8dVgBLzJQRo2IlvcO_poc?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
32fc4195e249f9c6,AdyPark Estacionamento,"R. Afonso César de Siqueira, 190 - Vila Adyana, São José dos Campos - SP, 12243-710, Brasil",-23.2005188,-45.8938131,+55 12 98157-2624,Mostrar horário de funcionamento da semana,,,,,Estacionamento,Fechado · Abre seg. às 08:00,https://www.google.com/maps/place/AdyPark+Estacionamento/data=!4m7!3m6!1s0x94cc4b79bdfe023b:0xc44548ebc383930a!8m2!3d-23.2005188!4d-45.8938131!16s%2Fg%2F11vbw6fpt7!19sChIJOwL-vXlLzJQRCpODw-tIRcQ?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
47dc9caff39a352f,Afetto - Espaço de Fonoaudiologia,"Avenida Doutor João Guilhermino, 429 Edifício Saint James/ Décimo Andar/ Sala 165 - Centro, São José dos Campos - SP, 12210-000, Brasil",-23.1904141,-45.8873717,+55 12 99768-4912,Mostrar horário de funcionamento da semana,instagram.com,,"5,0",50,Consultor de saúde,Fechado · Abre seg. às 08:00,https://www.google.com/maps/place/Afetto+-+Espa%C3%A7o+de+Fonoaudiologia/data=!4m7!3m6!1s0x94cc4bc283bd4d67:0x9682e5361d7aa3e4!8m2!3d-23.1904141!4d-45.8873717!16s%2Fg%2F11jb3d7cj6!19sChIJZ029g8JLzJQR5KN6HTblgpY?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
8f783e15781e7eee,AGII Transportes e Mudanças - Transportes e Mudanças em São José dos Campos,"R. Riachuelo, N⁰ 230 - Jardim Paulista, São José dos Campos - SP, 12216-040, Brasil",-23.1895837,-45.8760815,+55 12 99658-7840,Mostrar horário de funcionamento da semana,agiitransportesemudancas.com.br,,"5,0",50,Serviço de mudança,Fechado · Abre seg. às 08:00,https://www.google.com/maps/place/AGII+Transportes+e+Mudan%C3%A7as+-+Transportes+e+Mudan%C3%A7as+em+S%C3%A3o+Jos%C3%A9+dos+Campos/data=!4m7!3m6!1s0x94cc4b9f50b5f595:0x568444a997ad171a!8m2!3d-23.1895837!4d-45.8760815!16s%2Fg%2F11pyc2ktwn!19sChIJlfW1UJ9LzJQRGhetl6lEhFY?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
1f951d9454537b84,Agrobar - São José dos Campos,"Av. Feira de Santana, 331 - Jardim Vale do Sol, São José dos Campos - SP, 12238-000, Brasil",-23.2549986,-45.9133431,,,,,"4,4",44,Bar,,https://www.google.com/maps/place/Agrobar+-+S%C3%A3o+Jos%C3%A9+dos+Campos/data=!4m7!3m6!1s0x94cc35006222b083:0x31d33042922a3cc5!8m2!3d-23.2549986!4d-45.9133431!16s%2Fg%2F11w_v8f1g9!19sChIJg7AiYgA1zJQRxTwqkkIw0zE?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
dab6708dd04de5d1,Al Badah – Urbanova,"Av. Linneu de Moura, 1701 - Urbanova, São José dos Campos - SP, 12244-380, Brasil",-23.1933645,-45.9220544,+55 12 3949-0994,Mostrar horário de funcionamento da semana,albadah.com.br,,"4,5",45,Restaurante árabe,Fechado · Abre dom. às 11:30,https://www.google.com/maps/place/Al+Badah+%E2%80%93+Urbanova/data=!4m7!3m6!1s0x94cc35bcb3c542dd:0xbbe2885b123355a3!8m2!3d-23.1933645!4d-45.9220544!16s%2Fg%2F11tf7v6c4d!19sChIJ3ULFs7w1zJQRo1UzEluI4rs?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
433994b2cfc7a185,Alamo Rent A Car,"Av. Rodrigo Reis Tuy, 750 - Jardim Serimbura, São José dos Campos - SP, 12242-014, Brasil",-23.2100875,-45.9011261,+55 800 979 2020,Mostrar horário de funcionamento da semana,alamo.com,,"5,0",50,Agência de aluguel de carros,Fechado · Abre às 08:00,https://www.google.com/maps/place/Alamo+Rent+A+Car/data=!4m7!3m6!1s0x94cc4b376620f4c3:0x8f3951a455a4838c!8m2!3d-23.2100875!4d-45.9011261!16s%2Fg%2F11vrtrz6pz!19sChIJw_QgZjdLzJQRjIOkVaRROY8?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
d6b6a5b99dd84047,Alan Techelsk,"Av. São João, 1100 - 2º Andar - Sl 21 - Jardim Esplanada, São José dos Campos - SP, 12242-840, Brasil",-23.1994595,-45.9009477,+55 39217245,,,,"2,3",23,Dermatologista,,https://www.google.com/maps/place/Alan+Techelsk/data=!4m7!3m6!1s0x94cdcb679bfa97cd:0x4d31ef8c802cc47a!8m2!3d-23.1994595!4d-45.9009477!16s%2Fg%2F11g7_gpsw5!19sChIJzZf6m2fLzZQResQsgIzvMU0?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
d449e9bd4a6fe11e,Alavancar Educação SJC,"Av. José Francisco Marcondes, 426 - Jardim Sao Vicente, São José dos Campos - SP, 12224-350, Brasil",-23.1721543,-45.8153523,+55 12 98125-9584,Mostrar horário de funcionamento da semana,alavancareducacao.com.br,,"5,0",50,Aulas particulares,Fechado · Abre seg. às 14:00,https://www.google.com/maps/place/Alavancar+Educa%C3%A7%C3%A3o+SJC/data=!4m7!3m6!1s0x94cc4dbfe113c047:0x7292afd0605c15f6!8m2!3d-23.1721543!4d-45.8153523!16s%2Fg%2F11fnqlz_vm!19sChIJR8AT4b9NzJQR9hVcYNCvknI?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
214f821097839433,Aldebaran Assessoria Contábil,"R. Ilhéus, 173 - Jardim Satélite, São José dos Campos - SP, 12230-770, Brasil",-23.2297314,-45.8906181,+55 12 3931-1200,Mostrar horário de funcionamento da semana,aldebarancontabil.com.br,,"5,0",50,Escritório de contabilidade,Fechado · Abre seg. às 08:00,https://www.google.com/maps/place/Aldebaran+Assessoria+Cont%C3%A1bil/data=!4m7!3m6!1s0x94cc4a96f6779185:0x81ae3d301081fb61!8m2!3d-23.2297314!4d-45.8906181!16s%2Fg%2F1ptvx1nk9!19sChIJhZF39pZKzJQRYfuBEDA9roE?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
b3e0e351bb91bfa3,Alessandra Secco Pediatra,"New Worker Tower - R. Armando D'Oliveira Cobra, 50 - Sala 1504 - Jardim Aquarius, São José dos Campos - SP, 12246-002, Brasil",-23.2121148,-45.9089483,+55 12 99247-7597,,alessandraseccoped.com,,"5,0",50,Pediatra,,https://www.google.com/maps/place/Alessandra+Secco+Pediatra/data=!4m7!3m6!1s0x94cc353bf9fafbb3:0xef91b97cd6c46faa!8m2!3d-23.2121148!4d-45.9089483!16s%2Fg%2F11rcqqr0vr!19sChIJs_v6-Ts1zJQRqm_E1ny5ke8?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
7f77292031bec243,Alfa Despachante,"Av. Perseu, 951 - Jardim Satélite, São José dos Campos - SP, 12230-470, Brasil",-23.2306409,-45.890884,+55 12 3931-4558,Mostrar horário de funcionamento da semana,,,"4,9",49,Despachante,Fechado · Abre seg. às 08:00,https://www.google.com/maps/place/Alfa+Despachante/data=!4m7!3m6!1s0x94cc4a966a799e99:0x2f413ffbf4f45750!8m2!3d-23.2306409!4d-45.890884!16s%2Fg%2F1q67hy5fv!19sChIJmZ55apZKzJQRUFf09Ps_QS8?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
dde2cfac8bea4f84,Alfa Transportes São José dos Campos,"R. Carlos Marcondes, 279 - Jardim Limoeiro, São José dos Campos - SP, 12230-002, Brasil",-23.2515742,-45.9435064,+55 12 3199-6110,Mostrar horário de funcionamento da semana,alfatransportes.com.br,,"3,3",33,Serviço de logística,Fechado · Abre seg. às 07:00,https://www.google.com/maps/place/Alfa+Transportes+S%C3%A3o+Jos%C3%A9+dos+Campos/data=!4m7!3m6!1s0x94cc353e7baf125f:0x44ff0d4e94bb1c5e!8m2!3d-23.2515742!4d-45.9435064!16s%2Fg%2F11c3s9c9vy!19sChIJXxKvez41zJQRXhy7lE4N_0Q?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
413c6779015b9445,Aline Guimarães Boutique | Moda Feminina em São José dos Campos,"Av. Cassiopeia, 131 - Jardim Satélite, São José dos Campos - SP, 12230-011, Brasil",-23.2297868,-45.8815885,+55 12 3931-2619,Fechado · Abre seg. às 09:00·Outros horários,,,"4,5",45,Butique,,https://www.google.com/maps/place/Aline+Guimar%C3%A3es+Boutique+%7C+Moda+Feminina+em+S%C3%A3o+Jos%C3%A9+dos+Campos/data=!4m7!3m6!1s0x94cc4a954752591d:0x92afa0baa4a7b281!8m2!3d-23.2297868!4d-45.8815885!16s%2Fg%2F11bzwp61_l!19sChIJHVlSR5VKzJQRgbKnpLqgr5I?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
3329d084334821e5,Allcor Gráfica - São José dos Campos,"Av. Dr. Mario Galvão, 612 - Jardim Bela Vista, São José dos Campos - SP, 12209-004, Brasil",-23.1745256,-45.8854476,+55 12 3942-2323,Mostrar horário de funcionamento da semana,allcor.com.br,,"4,7",47,Gráfica,Fechado · Abre seg. às 08:00,https://www.google.com/maps/place/Allcor+Gr%C3%A1fica+-+S%C3%A3o+Jos%C3%A9+dos+Campos/data=!4m7!3m6!1s0x94cc4a1f8d49360d:0x67fbc8a7f2fa8de2!8m2!3d-23.1745256!4d-45.8854476!16s%2Fg%2F1tdn56gy!19sChIJDTZJjR9KzJQR4o368qfI-2c?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
48026600af89766d,Allure Estética,"Av. Maria de Lourdes Friggi, 405 - Urbanova, São José dos Campos - SP, 12244-882, Brasil",-23.1994061,-45.9593165,+55 12 99706-2525,Mostrar horário de funcionamento da semana,allureesteticasjc.com.br,,"5,0",50,Centro de saúde e beleza,Fechado · Abre ter. às 08:00,https://www.google.com/maps/place/Allure+Est%C3%A9tica/data=!4m7!3m6!1s0x94cc3504a1be08a3:0xeeb29942b3c41441!8m2!3d-23.1994061!4d-45.9593165!16s%2Fg%2F11kr68m4r6!19sChIJowi-oQQ1zJQRQRTEs0KZsu4?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
c8c9330009176503,Almeida & Vaz Sociedade de Advogados em São José dos Campos,"Professional Center - Av. Dr. Ademar de Barros, 566 - Sala 306 - Vila Adyana, São José dos Campos - SP, 12245-011, Brasil",-23.197263,-45.8917746,+55 12 98247-6745,Mostrar horário de funcionamento da semana,almeidaevaz.com,,"5,0",50,Escritório de advocacia,Fechado · Abre seg. às 09:00,https://www.google.com/maps/place/Almeida+%26+Vaz+Sociedade+de+Advogados+em+S%C3%A3o+Jos%C3%A9+dos+Campos/data=!4m7!3m6!1s0x94cc4b34fd89b425:0xba732e02a0af708d!8m2!3d-23.197263!4d-45.8917746!16s%2Fg%2F11ww8cvjz8!19sChIJJbSJ_TRLzJQRjXCvoAIuc7o?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
dc94dd28e7421f2a,Almeida Porto Associados,"Av. Engenheiro Francisco José Longo, 662 - Jardim Sao Dimas, São José dos Campos - SP, 12245-000, Brasil",-23.1989937,-45.8893853,+55 12 2139-5199,,aporto.com.br,,"4,0",40,Assessoria contábil,,https://www.google.com/maps/place/Almeida+Porto+Associados/data=!4m7!3m6!1s0x94cc4a694e030731:0x6282329dcff9b74d!8m2!3d-23.1989937!4d-45.8893853!16s%2Fg%2F11h42rnbm1!19sChIJMQcDTmlKzJQRTbf5z50ygmI?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
74e313d0e466faa5,Alpha Olhos,"Praça Antilhas, 90 - Vila Rubi, São José dos Campos - SP, 12245-140, Brasil",-23.2027123,-45.8920297,+55 12 3322-1301,,,,"4,3",43,Policlínica,,https://www.google.com/maps/place/Alpha+Olhos/data=!4m7!3m6!1s0x94cc4a6f0af52765:0x833cbe6f1cf6248c!8m2!3d-23.2027123!4d-45.8920297!16s%2Fg%2F11j1j6jqtv!19sChIJZSf1Cm9KzJQRjCT2HG--PIM?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
a3ae2b2a68166b8b,Aluga-se quarto suite Mobiliado,"Av. Elísio Galdino Sobrinho, 200 - Cidade Morumbi, São José dos Campos - SP, 12236-740, Brasil",-23.2530356,-45.9041453,+55 12 99721-2707,,,,"5,0",50,Pousada,,https://www.google.com/maps/place/Aluga-se+quarto+suite+Mobiliado/data=!4m7!3m6!1s0x94cc3548770c6427:0xfe0f72d1a2cf2b5b!8m2!3d-23.2530356!4d-45.9041453!16s%2Fg%2F11m6nrln7s!19sChIJJ2QMd0g1zJQRWyvPotFyD_4?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
ab7e1885c4cf549e,Ambulatório de Especialidades de Saúde II,"Av. Dr. João Guilhermino, 317 - Centro, São José dos Campos - SP, 12210-131, Brasil",-23.189581,-45.8867195,+55 12 3943-3100,Mostrar horário de funcionamento da semana,sjc.sp.gov.br,,"4,2",42,Centro médico público,Fechado · Abre seg. às 07:00,https://www.google.com/maps/place/Ambulat%C3%B3rio+de+Especialidades+de+Sa%C3%BAde+II/data=!4m7!3m6!1s0x94cc4babb41ef74b:0x5f98fca0b55e89d0!8m2!3d-23.189581!4d-45.8867195!16s%2Fg%2F11h58ftbyb!19sChIJS_cetKtLzJQR0IletaD8mF8?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
6cc1eade420b09a1,Amo Vacinas - São José dos Campos/ Aquarius,"Av. Cassiano Ricardo, 1300 - Loja 4 - Jardim Alvorada, São José dos Campos - SP, 12240-540, Brasil",-23.2238007,-45.9117871,+55 12 99761-2409,Mostrar horário de funcionamento da semana,amovacinassjc.com.br,,"4,9",49,Centro médico,Fechado · Abre seg. às 09:00,https://www.google.com/maps/place/Amo+Vacinas+-+S%C3%A3o+Jos%C3%A9+dos+Campos%2F+Aquarius/data=!4m7!3m6!1s0x94cc35898eae681f:0x62d43ab2dfb2533a!8m2!3d-23.2238007!4d-45.9117871!16s%2Fg%2F11tg7z9wgr!19sChIJH2iujok1zJQROlOy37I61GI?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
6d72ca9beedf67ee,Amparo Casa para Idosos,"R. Absinio, 180 - Chácaras Pousada do Vale, São José dos Campos - SP, 12226-756, Brasil",-23.2188594,-45.7962829,+55 12 3945-1863,Mostrar horário de funcionamento da semana,amparocasaparaidosos.com.br,,"4,7",47,Clínica de repouso,Aberto 24 horas,https://www.google.com/maps/place/Amparo+Casa+para+Idosos/data=!4m7!3m6!1s0x94cdb32ce8c2f3d7:0x69523f4fdbb654db!8m2!3d-23.2188594!4d-45.7962829!16s%2Fg%2F1tvgwg51!19sChIJ1_PC6CyzzZQR21S2208_Umk?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
3b6c8ab9abcc3eed,Amusi - Instituto Musical,"Av. Anchieta, 1238 - Jardim Nova America, São José dos Campos - SP, 12242-280, Brasil",-23.1938998,-45.9054892,+55 12 99685-5551,Mostrar horário de funcionamento da semana,institutoamusi.com.br,,"5,0",50,Escola de Música,Fechado · Abre seg. às 12:00,https://www.google.com/maps/place/Amusi+-+Instituto+Musical/data=!4m7!3m6!1s0x94cc3512d6cdfc0f:0xa347ad8c2638bf47!8m2!3d-23.1938998!4d-45.9054892!16s%2Fg%2F11j20sdx6c!19sChIJD_zN1hI1zJQRR784JoytR6M?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
6676847800d7147e,Ana Bevilacqua Estética Avançada,"Av. Shishima Hifumi - Urbanova, São José dos Campos - SP, 12244-000, Brasil",-23.1999861,-45.9369081,+55 12 99227-7720,Mostrar horário de funcionamento da semana,instagram.com,,"5,0",50,Centro de saúde e beleza,Fechado · Abre ter. às 08:00,https://www.google.com/maps/place/Ana+Bevilacqua+Est%C3%A9tica+Avan%C3%A7ada/data=!4m7!3m6!1s0x94cc4b47177a6a63:0x929b1edcf004f1d2!8m2!3d-23.1999861!4d-45.9369081!16s%2Fg%2F11n658k2lz!19sChIJY2p6F0dLzJQR0vEE8Nwem5I?authuser=0&hl=pt-BR&rclk=1,,google_maps_scraper
