nome,telefone,telefone_limpo,possivel_whatsapp,website,categoria_google,segmento_busca,cidade,endereco,avaliacao,total_reviews,status_negocio,google_maps_url,fonte,consulta_origem
Centro Esportivo do Araretama,+55 12 3643-1400,551236431400,sim,pindamonhangaba.sp.gov.br,Clube,centro esportivo,Pindamonhangaba,"Av. Nicanor Ramos Nogueira, 378 - Conj. Res. Araretama, Pindamonhangaba - SP, 12424-020, Brasil","4,5",45,,https://www.google.com/maps/place/Centro+Esportivo+do+Araretama/data=!4m7!3m6!1s0x94ccf0981f993abb:0xd02aba976f4841fe!8m2!3d-22.9532938!4d-45.5036364!16s%2Fg%2F1pty55rl8!19sChIJuzqZH5jwzJQR_kFIb5e6KtA?authuser=0&hl=pt-BR&rclk=1,Google Maps público,associações esportivas Pindamonhangaba - SP
Academia Gold Lotus Sport Center,+55 11 2953-6202,551129536202,sim,instagram.com,Escola de natação,escola de natação,Tremembé,"Praça Dona Mariquinha Sciascia, 91 - Tremembé, São Paulo - SP, 02372-050, Brasil","4,5",45,Aberto · Fecha 22:30,https://www.google.com/maps/place/Academia+Gold+Lotus+Sport+Center/data=!4m7!3m6!1s0x94cef6fac8b32859:0xc7c1355dc3644cb!8m2!3d-23.4590797!4d-46.6238327!16s%2Fg%2F11cmsdqgjz!19sChIJWSizyPr2zpQRy0Q23FUTfAw?authuser=0&hl=pt-BR&rclk=1,Google Maps público,escolinhas de natação Tremembé - SP
Centro Poliesportivo José Carlos das Neves,+55 12 3907-6739,551239076739,sim,sjc.sp.gov.br,Ginásio poliesportivo,,São José dos Campos,"Av. Vinte e Três de Dezembro, 400 - Jardim das Cerejeiras, São José dos Campos - SP, 12225-480, Brasil","4,3",43,Aberto · Fecha 22:00,https://www.google.com/maps/place/Centro+Poliesportivo+Jos%C3%A9+Carlos+das+Neves/data=!4m7!3m6!1s0x94cc4ce2034f71a5:0x681edd18bdbbdf45!8m2!3d-23.1927042!4d-45.7914374!16s%2Fg%2F1q64qy6hm!19sChIJpXFPA-JMzJQRRd-7vRjdHmg?authuser=0&hl=pt-BR&rclk=1,Google Maps público,centros esportivos São José dos Campos - SP
Escola Municipal de Ensino Fundamental Maria Dulce David de Paiva,+55 12 3672-2331,551236722331,sim,emefmariadulce.blogspot.com.br,Escola de ensino fundamental,escola municipal,Tremembé,"R. Iraí, 100 - Parque das Fontes, Tremembé - SP, 12120-000, Brasil",,,,https://www.google.com/maps/place/Escola+Municipal+de+Ensino+Fundamental+Maria+Dulce+David+de+Paiva/data=!4m7!3m6!1s0x94ccf75ce4f30cb9:0x705cbbcdf6bb1a08!8m2!3d-22.9684914!4d-45.5409901!16s%2Fg%2F1tflhbgb!19sChIJuQzz5Fz3zJQRCBq79s27XHA?authuser=0&hl=pt-BR&rclk=1,Google Maps público,escolas municipais Tremembé - SP
Escola Municipal Daphne Cesar Ghidella,+55 12 3653-5738,551236535738,sim,cacapava.sp.gov.br,Escola pública,escola municipal,Caçapava,"Av. Mal. Castelo Branco, 1444 - Vila Paraíso, Caçapava - SP, 12286-580, Brasil",,,Fechado · Abre ter. às 07:20,https://www.google.com/maps/place/Escola+Municipal+Daphne+Cesar+Ghidella/data=!4m7!3m6!1s0x94cc519ae33a492f:0x7d34f3737d4dbdaf!8m2!3d-23.104236!4d-45.7213479!16s%2Fg%2F1tf6c4pl!19sChIJL0k645pRzJQRr71NfXPzNH0?authuser=0&hl=pt-BR&rclk=1,Google Maps público,escolas municipais Caçapava - SP
EMEF Prof. Emília de Moura Marcondes,+55 12 3672-3063,551236723063,sim,facebook.com,Escola de ensino fundamental,emef,Tremembé,"Av. dos Diamantes, 1200 - Jardim R. Eldorado, Tremembé - SP, 12120-000, Brasil",,,Aberto · Fecha 18:00,https://www.google.com/maps/place/EMEF+Prof.+Em%C3%ADlia+de+Moura+Marcondes/data=!4m7!3m6!1s0x94ccf77b6157b569:0x999128ba3d8f1419!8m2!3d-22.9760731!4d-45.5544897!16s%2Fg%2F1tfnzqd7!19sChIJabVXYXv3zJQRGRSPPbookZk?authuser=0&hl=pt-BR&rclk=1,Google Maps público,escolas municipais Tremembé - SP
EE Profª Amalia Garcia Ribeiro Patto,+55 12 3672-5047,551236725047,sim,educacao.sp.gov.br,Escola pública,,Tremembé,"Av. 7 de Janeiro - Jardim Santana, Tremembé - SP, 12122-044, Brasil",,,Aberto · Fecha 23:00,https://www.google.com/maps/place/EE+Prof%C2%AA+Amalia+Garcia+Ribeiro+Patto/data=!4m7!3m6!1s0x94ccf75f07340ac1:0xf3962670ec89e61e!8m2!3d-22.9745238!4d-45.546451!16s%2Fg%2F11b6hlpmfs!19sChIJwQo0B1_3zJQRHuaJ7HAmlvM?authuser=0&hl=pt-BR&rclk=1,Google Maps público,escolas municipais Tremembé - SP
E.E. Nicolau Couto Ruiz,+55 12 3608-4132,551236084132,sim,instagram.com,Escola pública,,Tremembé,"R. Nicolau Couto Ruiz, 500 - Centro, Tremembé - SP, 12120-000, Brasil",,,Aberto · Fecha 17:00,https://www.google.com/maps/place/E.E.+Nicolau+Couto+Ruiz/data=!4m7!3m6!1s0x94ccf63b30962a19:0xcc7fe241304e2ae9!8m2!3d-22.9731961!4d-45.5094088!16s%2Fg%2F1tdygrb9!19sChIJGSqWMDv2zJQR6SpOMEHif8w?authuser=0&hl=pt-BR&rclk=1,Google Maps público,escolas municipais Tremembé - SP
O Centro de Iniciação Esportiva (CIE),+55 12 3550-0070,551235500070,sim,,Escola de esportes,,Pindamonhangaba,"R. Ceará, 55 - Crispim, Pindamonhangaba - SP, 12402-270, Brasil","5,0",50,Aberto · Fecha 17:00,https://www.google.com/maps/place/O+Centro+de+Inicia%C3%A7%C3%A3o+Esportiva+%28CIE%29/data=!4m7!3m6!1s0x94cceffa9b5832eb:0xf9aee2d5b2d8797c!8m2!3d-22.9135263!4d-45.4481629!16s%2Fg%2F11kqc8wdxr!19sChIJ6zJYm_rvzJQRfHnYstXirvk?authuser=0&hl=pt-BR&rclk=1,Google Maps público,associações esportivas Pindamonhangaba - SP
Centro Esportivo Vila Letônia,+55 12 3923-8604,551239238604,sim,,Ginásio poliesportivo,centro esportivo,São José dos Campos,"R. Roseira, 34 - Vila Letonia, São José dos Campos - SP, 12231-130, Brasil","4,7",47,,https://www.google.com/maps/place/Centro+Esportivo+Vila+Let%C3%B4nia/data=!4m7!3m6!1s0x94cc4b21e939d6f7:0xe103abe2d70618f9!8m2!3d-23.2108247!4d-45.8865419!16s%2Fg%2F11h5wbqy2c!19sChIJ99Y56SFLzJQR-RgG1-KrA-E?authuser=0&hl=pt-BR&rclk=1,Google Maps público,centros esportivos São José dos Campos - SP
"Centro Esportivo José Ely de Miranda ""ZITO""",+55 12 3637-5425,551236375425,sim,,Escola de esportes,centro esportivo,Pindamonhangaba,"Av. Dr. José Adhemar Cesar Ribeiro, 453-663 - Moreira César, Pindamonhangaba - SP, 12443-010, Brasil","4,7",47,Aberto 24 horas,https://www.google.com/maps/place/Centro+Esportivo+Jos%C3%A9+Ely+de+Miranda+%22ZITO%22/data=!4m7!3m6!1s0x94cce8b72c9a18ff:0x83aec8c7f0c6fa9!8m2!3d-22.9013221!4d-45.3675283!16s%2Fg%2F11c1nxyvcq!19sChIJ_xiaLLfozJQRqW8Mf4zsOgg?authuser=0&hl=pt-BR&rclk=1,Google Maps público,associações esportivas Pindamonhangaba - SP
Acquavila,+55 12 3125-2891,551231252891,sim,,Escola de natação,escola de natação,Guaratinguetá,"R. Durval Rocha, 500 - Vila Paraiba, Guaratinguetá - SP, 12515-710, Brasil","4,7",47,Aberto · Fecha 21:00,https://www.google.com/maps/place/Acquavila/data=!4m7!3m6!1s0x94ccc5ad4a1ed8f1:0xc3e162aeb4720a31!8m2!3d-22.8055165!4d-45.1865415!16s%2Fg%2F11gfd1fm48!19sChIJ8dgeSq3FzJQRMQpytK5i4cM?authuser=0&hl=pt-BR&rclk=1,Google Maps público,escolinhas de natação Guaratinguetá - SP
Olímpica Casa dos Esportes,+55 12 3642-3455,551236423455,sim,,Loja de artigos esportivos,,Pindamonhangaba,"Av. Dr. Jorge Tibiriçá, 670 - Chácara Galega, Pindamonhangaba - SP, 12420-010, Brasil","4,6",46,Aberto · Fecha 19:00,https://www.google.com/maps/place/Ol%C3%ADmpica+Casa+dos+Esportes/data=!4m7!3m6!1s0x94ccf01637d1eded:0xdd727b67911832b8!8m2!3d-22.9312044!4d-45.4623328!16s%2Fg%2F1tfbt_dx!19sChIJ7e3RNxbwzJQRuDIYkWd7ct0?authuser=0&hl=pt-BR&rclk=1,Google Maps público,associações esportivas Pindamonhangaba - SP
Condomínio Bela Vista,+55 12 3655-1355,551236551355,sim,,Complexo de condomínio,,Caçapava,"Rod. João Amaral Gurgel, 1700 - Parque Res. Maria Elmira, Caçapava - SP, 12285-020, Brasil","4,6",46,Fechado · Abre sáb. às 09:00,https://www.google.com/maps/place/Condom%C3%ADnio+Bela+Vista/data=!4m7!3m6!1s0x94cc53d2f9e355f1:0x6bff13a0891af25d!8m2!3d-23.1273809!4d-45.7137541!16s%2Fg%2F11f1yj86c6!19sChIJ8VXj-dJTzJQRXfIaiaAT_2s?authuser=0&hl=pt-BR&rclk=1,Google Maps público,condomínios residenciais Caçapava - SP
Centro Esportivo Palmeiras de São José,+55 12 3937-7151,551239377151,sim,,Quadra de esportes,centro esportivo,São José dos Campos,"R. Cidade de Bento Gonçalves, 254 - Palmeiras de São José, São José dos Campos - SP, 12237-832, Brasil","4,6",46,Aberto · Fecha 21:00,https://www.google.com/maps/place/Centro+Esportivo+Palmeiras+de+S%C3%A3o+Jos%C3%A9/data=!4m7!3m6!1s0x94cc35688174a9bd:0xcc4e716368074be!8m2!3d-23.2373136!4d-45.9132893!16s%2Fg%2F11clytpn_5!19sChIJval0gWg1zJQRvnSANhbnxAw?authuser=0&hl=pt-BR&rclk=1,Google Maps público,centros esportivos São José dos Campos - SP
Casa do Jovem,+55 12 3922-4149,551239224149,sim,,Ginásio poliesportivo,,São José dos Campos,"Av. Olivo Gomes, 381 - Santana, São José dos Campos - SP, 12212-000, Brasil","4,6",46,Aberto · Fecha 20:30,https://www.google.com/maps/place/Casa+do+Jovem/data=!4m7!3m6!1s0x94cc49f100de74e1:0x1c0364a403956865!8m2!3d-23.1687225!4d-45.8919981!16s%2Fg%2F1q66247q_!19sChIJ4XTeAPFJzJQRZWiVA6RkAxw?authuser=0&hl=pt-BR&rclk=1,Google Maps público,centros esportivos São José dos Campos - SP
Academia Raia Livre Cacapava,+55 12 3655-5002,551236555002,sim,,Academia,,Caçapava,"R. Éssio Lanfredi, 751 - Parque Res. Maria Elmira, Caçapava - SP, 12285-010, Brasil","4,6",46,Aberto · Fecha 21:00,https://www.google.com/maps/place/Academia+Raia+Livre+Cacapava/data=!4m7!3m6!1s0x94cc5359010a8291:0xe210d26ce6da1c77!8m2!3d-23.1231662!4d-45.7112777!16s%2Fg%2F11tsjbdzkk!19sChIJkYIKAVlTzJQRdxza5mzSEOI?authuser=0&hl=pt-BR&rclk=1,Google Maps público,escolinhas de natação Caçapava - SP
Residencial Santa Clara,+55 12 3655-2796,551236552796,sim,,Complexo de condomínio,,Caçapava,"Av. Mal. Castelo Branco, 201 - Centro, Caçapava - SP, 12286-580, Brasil","4,5",45,,https://www.google.com/maps/place/Residencial+Santa+Clara/data=!4m7!3m6!1s0x94cc5176fcb28183:0xf722134e5c0eb64a!8m2!3d-23.1003052!4d-45.7110305!16s%2Fg%2F11bxb1g70f!19sChIJg4Gy_HZRzJQRSrYOXE4TIvc?authuser=0&hl=pt-BR&rclk=1,Google Maps público,condomínios residenciais Caçapava - SP
Residencial Mantiqueira,+55 12 3901-7284,551239017284,sim,,Complexo de condomínio,,São José dos Campos,"Av. Águas de Prata - São José dos Campos, SP, 12213, Brasil","4,5",45,Aberto · Fecha 18:00,https://www.google.com/maps/place/Residencial+Mantiqueira/data=!4m7!3m6!1s0x94cc37cf96264fcd:0xdcca2749bb79f841!8m2!3d-23.1379185!4d-45.9126119!16s%2Fg%2F11clfz_bh5!19sChIJzU8mls83zJQRQfh5u0knytw?authuser=0&hl=pt-BR&rclk=1,Google Maps público,condomínios residenciais São José dos Campos - SP
Ginásio de Esportes Cidade Nova,+55 12 3643-1374,551236431374,sim,,Ginásio poliesportivo,,Pindamonhangaba,"R. Natividade da Serra, 211 - Cidade Nova, Pindamonhangaba - SP, 12414-100, Brasil","4,5",45,,https://www.google.com/maps/place/Gin%C3%A1sio+de+Esportes+Cidade+Nova/data=!4m7!3m6!1s0x94cce52eb6b8e5f1:0xd7c0067453f80bed!8m2!3d-22.9433048!4d-45.410891!16s%2Fg%2F11pdgmyhbl!19sChIJ8eW4ti7lzJQR7Qv4U3QGwNc?authuser=0&hl=pt-BR&rclk=1,Google Maps público,associações esportivas Pindamonhangaba - SP
F2 Performance e Saude,+55 12 99742-5351,5512997425351,sim,,Sala de fitness,,Campos do Jordão,"R. Joaquim Pinto Seabra, 130 - V Iara, Campos do Jordão - SP, 12460-000, Brasil","4,7",45,,https://www.google.com/maps/place/F2+Performance+e+Saude/data=!4m7!3m6!1s0x94cc895419825f63:0x46e154bf9818667b!8m2!3d-22.7277707!4d-45.5803707!16s%2Fg%2F11kgf4_00h!19sChIJY1-CGVSJzJQRe2YYmL9U4UY?authuser=0&hl=pt-BR&rclk=1,Google Maps público,escolinhas de natação Campos do Jordão - SP
Poliesportivo Campo Dos Alemães,+55 12 3903-1936,551239031936,sim,,Centro de recreação,,São José dos Campos,"Rua Valter Dellú, s/n - Campo dos Alemães, São José dos Campos - SP, 12239-170, Brasil","4,4",44,Aberto · Fecha 22:00,https://www.google.com/maps/place/Poliesportivo+Campo+Dos+Alem%C3%A3es/data=!4m7!3m6!1s0x94cdb55ebe02749b:0x1f75cc868905e2e7!8m2!3d-23.2705364!4d-45.9023918!16s%2Fg%2F11cr_ny0yk!19sChIJm3QCvl61zZQR5-IFiYbMdR8?authuser=0&hl=pt-BR&rclk=1,Google Maps público,centros esportivos São José dos Campos - SP
Condomínio Residencial Colonial Cerejeiras,+55 12 99749-2723,5512997492723,sim,,Complexo de condomínio,condomínio residencial,Caçapava,"Cond Cerejeiras - R. Profa. Cláudia Félix Magalhães, 250 - I Bloco - Jardim Cacapava, Caçapava - SP, 12286-091, Brasil","4,2",42,,https://www.google.com/maps/place/Condom%C3%ADnio+Residencial+Colonial+Cerejeiras/data=!4m7!3m6!1s0x94cc5180e1692a33:0x41c35604ceb449e8!8m2!3d-23.1122337!4d-45.717521!16s%2Fg%2F11gf9lvlt8!19sChIJMypp4YBRzJQR6Em0zgRWw0E?authuser=0&hl=pt-BR&rclk=1,Google Maps público,condomínios residenciais Caçapava - SP
Escola Municipal de Ensino Fundamental Virgilio Rosas da Silva Prof,+55 12 3122-2674,551231222674,sim,,Escola de ensino fundamental,escola municipal,Guaratinguetá,"Av. Rui Barbosa, 1573 - Vila São Bento, Guaratinguetá - SP, 12502-010, Brasil",,,Aberto · Fecha 18:00,https://www.google.com/maps/place/Escola+Municipal+de+Ensino+Fundamental+Virgilio+Rosas+da+Silva+Prof/data=!4m7!3m6!1s0x94ccc5a70353ebd3:0x41e931738f3b2d69!8m2!3d-22.8074871!4d-45.1749513!16s%2Fg%2F1td66fgh!19sChIJ0-tTA6fFzJQRaS07j3Mx6UE?authuser=0&hl=pt-BR&rclk=1,Google Maps público,escolas municipais Guaratinguetá - SP
Escola Municipal Prof. Aluísio França Barbosa,+55 12 3653-4799,551236534799,sim,,Escola de ensino fundamental,escola municipal,Caçapava,"R. Des. Percival de Moura Alcântara, 10 - Parque Res. Eldorado, Caçapava - SP, 12289-085, Brasil",,,Fecha em breve · 16:00 · Abre ter. às 07:30,https://www.google.com/maps/place/Escola+Municipal+Prof.+Alu%C3%ADsio+Fran%C3%A7a+Barbosa/data=!4m7!3m6!1s0x94cc51a958609733:0x4a420119375e6fce!8m2!3d-23.0770511!4d-45.7159004!16s%2Fg%2F1tdpss99!19sChIJM5dgWKlRzJQRzm9eNxkBQko?authuser=0&hl=pt-BR&rclk=1,Google Maps público,escolas municipais Caçapava - SP
Escola Municipal Maria Carmelita de Moraes,+55 12 3132-5791,551231325791,sim,,Escola de ensino fundamental,escola municipal,Guaratinguetá,"Av. Benedito de Tolêdo - Jardim Primavera, Guaratinguetá - SP, 12520-350, Brasil",,,Aberto · Fecha 17:00,https://www.google.com/maps/place/Escola+Municipal+Maria+Carmelita+de+Moraes/data=!4m7!3m6!1s0x94ccc5ba30f1374b:0xcf89441631d30b!8m2!3d-22.7964107!4d-45.1758769!16s%2Fg%2F1td7v97r!19sChIJSzfxMLrFzJQRC9MxFkSJzwA?authuser=0&hl=pt-BR&rclk=1,Google Maps público,escolas municipais Guaratinguetá - SP
EMEF Professor Jeronymo de Souza Filho,+55 12 3632-7477,551236327477,sim,,Escola de ensino fundamental,emef,Tremembé,"R. Dr. Miguel Vieira Ferreira, 315 - Parque Vera Cruz, Tremembé - SP, 12120-000, Brasil",,,Aberto · Fecha 18:00,https://www.google.com/maps/place/EMEF+Professor+Jeronymo+de+Souza+Filho/data=!4m7!3m6!1s0x94ccf63b30962a19:0x53f958bfe271f1c5!8m2!3d-22.990329!4d-45.563324!16s%2Fg%2F1tdknbcp!19sChIJGSqWMDv2zJQRxfFx4r9Y-VM?authuser=0&hl=pt-BR&rclk=1,Google Maps público,escolas municipais Tremembé - SP
Centro Esportivo Vila Tatetuba,,,,sjc.sp.gov.br,Playground,centro esportivo,São José dos Campos,"R. Arcil Moreno, 102 - Res. Tatetuba, São José dos Campos - SP, 12220-080, Brasil",,,,https://www.google.com/maps/place/Centro+Esportivo+Vila+Tatetuba/data=!4m7!3m6!1s0x94cc4be3b15f0bab:0x45ef7397884eea2e!8m2!3d-23.185525!4d-45.8611524!16s%2Fg%2F11rz2fh6kl!19sChIJqwtfseNLzJQRLupOiJdz70U?authuser=0&hl=pt-BR&rclk=1,Google Maps público,centros esportivos São José dos Campos - SP
